"Código do IBGE";"Código do Município";"Município";"Estado";"Ano de Referência";"Prestadores";"Serviços";"Natureza Jurídica";"FN001 - Receita operacional direta total";"FN002 - Receita operacional direta de água";"FN003 - Receita operacional direta de esgoto";"FN004 - Receita operacional indireta";"FN005 - Receita operacional total (direta + indireta)";"FN006 - Arrecadação total";"FN007 - Receita operacional direta de água exportada (bruta ou tratada)";"FN008 - Créditos de contas a receber";"FN010 - Despesa com pessoal próprio";"FN011 - Despesa com produtos químicos";"FN013 - Despesa com energia elétrica";"FN014 - Despesa com serviços de terceiros";"FN015 - Despesas de Exploração (DEX)";"FN016 - Despesas com juros e encargos do serviço da dívida";"FN017 - Despesas totais com os serviços (DTS)";"FN018 - Despesas capitalizáveis realizadas pelo prestador de serviços";"FN019 - Despesas com depreciação, amortização do ativo diferido e provisão para devedores duvidosos";"FN020 - Despesa com água importada (bruta ou tratada)";"FN021 - Despesas fiscais ou tributárias computadas na DEX";"FN022 - Despesas fiscais ou tributárias não computadas na DEX";"FN023 - Investimento realizado em abastecimento de água pelo prestador de serviços";"FN024 - Investimento realizado em esgotamento sanitário pelo prestador de serviços";"FN026 - Quantidade total de empregados próprios";"FN030 - Investimento com recursos próprios realizado pelo prestador de serviços.";"FN031 - Investimento com recursos onerosos realizado pelo prestador de serviços.";"FN032 - Investimento com recursos não onerosos realizado pelo prestador de serviços.";"FN033 - Investimentos totais realizados pelo prestador de serviços";"FN034 - Despesas com amortizações do serviço da dívida";"FN035 - Despesas com juros e encargos do serviço da dívida, exceto variações monetária e cambial";"FN037 - Despesas totais com o serviço da dívida";"FN041 - Despesas capitalizáveis realizadas pelo(s) município(s)";"FN042 - Investimento realizado em abastecimento de água pelo(s) município(s)";"FN043 - Investimento realizado em esgotamento sanitário pelo(s) município(s)";"FN045 - Investimento com recursos próprios realizado pelo(s) município(s)";"FN046 - Investimento com recursos onerosos realizado pelo(s) município(s)";"FN047 - Investimento com recursos não onerosos realizado pelo(s) município(s)";"FN048 - Investimentos totais realizados pelo(s) município(s)";"FN051 - Despesas capitalizáveis realizadas pelo estado";"FN052 - Investimento realizado em abastecimento de água pelo estado";"FN053 - Investimento realizado em esgotamento sanitário pelo estado";"FN055 - Investimento com recursos próprios realizado pelo estado";"FN056 - Investimento com recursos onerosos realizado pelo estado";"FN057 - Investimento com recursos não onerosos realizado pelo estado";"FN058 - Investimentos totais realizados pelo estado";"QD008 - Quantidade de amostras para turbidez (analisadas)";"QD009 - Quantidade de amostras para turbidez fora do padrão";"QD011 - Quantidades de extravasamentos de esgotos registrados";"QD012 - Duração dos extravasamentos registrados";"QD021 - Quantidade de interrupções sistemáticas";"QD022 - Duração das interrupções sistemáticas";"QD023 - Quantidade de reclamações ou solicitações de serviços";"QD024 - Quantidade de serviços executados";"QD025 - Tempo total de execução dos serviços";"TB011 - Quantidade de empregados administrativos dos agentes públicos (Antigo campo GE050)";"TB012 - Quantidade de empregados administrativos dos agentes privados (Antigo campo GE051)"
1200344;120034;Manoel Urbano;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;807.049,93;807.049,93;;9.975,28;817.025,21;425.087,29;0,00;2.364.449,00;507.794,29;238.003,76;204.074,32;0,00;949.872,37;0,00;1.184.986,55;0,00;;0,00;;0,00;0,00;0,00;16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.884,46;0,00;0,00;0,00;3.884,46;3.884,46;176;57;;;365;2.920,00;375;353;10.560,00;;;
1200351;120035;Marechal Thaumaturgo;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12003540] Prefeitura Municipal de Marechal Thaumaturgo - PMMT;Água | Res. Sólidos;Autarquia | Administração pública direta;255.135,28;255.135,28;;134,40;255.269,68;110.782,37;0,00;372.610,00;278.903,28;129.899,08;115.223,81;0,00;524.026,17;0,00;729.751,08;0,00;;0,00;;0,00;0,00;0,00;14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;204.301,24;0,00;0,00;204.301,24;0,00;204.301,24;0;0;;;365;2.555,00;606;602;4.224,00;2;0;
1200385;120038;Plácido de Castro;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;1.091.842,85;1.091.842,85;;5.546,54;1.097.389,39;492.126,14;0,00;3.432.523,00;815.582,22;173.352,34;140.333,26;0,00;1.129.267,82;0,00;1.393.771,28;0,00;;0,00;;0,00;0,00;0,00;18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;380.451,01;309.891,90;70.335,60;0,00;620.007,31;690.342,91;328;104;;;365;8.030,00;556;522;10.560,00;;;
1200807;120080;Porto Acre;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12008040] PREFEITURA MUNICIPAL DE PORTO ACRE - PMPA;Água | Res. Sólidos;Autarquia | Administração pública direta;533.070,23;533.070,23;;2.625,32;535.695,55;355.659,48;0,00;1.383.371,00;1.014.255,56;44.882,04;104.318,41;0,00;1.163.456,01;0,00;1.486.738,01;0,00;;0,00;;0,00;0,00;0,00;22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.229.449,67;0,00;0,00;0,00;2.229.449,67;2.229.449,67;328;82;;;365;7.300,00;265;245;10.560,00;0;0;
1200393;120039;Porto Walter;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;520.902,80;520.902,80;;46,92;520.949,72;51.220,61;0,00;1.765.003,00;251.494,98;14.419,08;186.276,36;0,00;452.190,42;0,00;628.526,06;0,00;;0,00;;0,00;0,00;0,00;12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.419.184,62;0,00;440.153,65;1.979.030,97;0,00;2.419.184,62;0;0;;;365;2.920,00;83;76;2.112,00;;;
1200401;120040;Rio Branco;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12004040] Secretaria Municipal de Zeladoria da Cidade - SMZC;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;47.213.039,47;38.247.595,47;8.965.444,00;421.632,30;47.634.671,77;24.073.437,45;0,00;110.585.170,00;25.440.988,28;9.707.966,40;7.476.980,92;2.142.614,68;45.262.230,02;0,00;53.688.847,33;0,00;1.872.809,57;0,00;493.679,74;0,00;45.226,85;0,00;446;45.226,85;0,00;0,00;45.226,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.224.573,04;2.287.663,08;0,00;4.488.209,17;2.024.026,95;6.512.236,12;10.228;8.138;;;2.300;38.790,00;15.364;11.688;54.912,00;12;22;
1200427;120042;Rodrigues Alves;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12004240] PREFEITURA MUNICIPAL DE RODRIGUES ALVES - PMRA;Água | Res. Sólidos;Autarquia | Administração pública direta;1.029.797,05;1.029.797,05;;1.723,77;1.031.520,82;81.137,47;0,00;4.915.530,00;248.231,28;10.665,00;57.713,52;0,00;316.609,80;0,00;492.945,44;0,00;;0,00;;0,00;0,00;0,00;12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71;0;;;365;2.920,00;141;122;6.336,00;2;0;
1200435;120043;Santa Rosa do Purus;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;430.495,27;430.495,27;;0,00;430.495,61;109.583,40;0,00;1.551.326,00;221.639,28;71.767,88;107.813,99;0,00;401.221,15;0,00;562.862,15;0,00;;0,00;;0,00;0,00;0,00;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.328.204,87;0,00;0,00;4.917.552,38;410.652,49;5.328.204,87;18;18;;;365;2.920,00;42;33;4.224,00;;;
1200450;120045;Senador Guiomard;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;771.288,54;771.288,54;;12.860,66;784.149,20;455.220,36;0,00;2.910.696,00;1.635.878,13;158.183,40;269.843,58;0,00;2.063.905,11;0,00;2.416.576,38;0,00;;0,00;;0,00;0,00;0,00;24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;210;63;;;365;2.920,00;1.951;1.690;10.560,00;;;
1200500;120050;Sena Madureira;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12005040] Prefeitura Municipal de Sena Madureira - PMSM;Água | Res. Sólidos;Autarquia | Administração pública direta;2.266.602,57;2.266.602,57;;11.669,18;2.278.271,75;907.592,64;0,00;8.221.718,00;1.546.935,99;806.284,68;629.084,66;0,00;2.982.305,33;0,00;3.467.228,33;0,00;;0,00;;0,00;0,00;0,00;33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;236.007,19;0,00;0,00;0,00;236.007,19;236.007,19;329;63;;;365;3.285,00;407;356;10.560,00;10;;
1200609;120060;Tarauacá;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;1.385.563,01;1.385.563,01;;5.854,11;1.391.417,12;633.093,62;0,00;4.430.926,00;940.247,74;344.921,54;807.666,00;0,00;2.092.835,28;0,00;2.607.147,55;0,00;;0,00;;0,00;0,00;0,00;35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;235;136;;;365;2.555,00;502;429;14.784,00;;;
1200708;120070;Xapuri;AC;2019;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;Autarquia;1.681.817,77;1.681.817,77;;6.149,92;1.687.967,69;1.067.188,26;0,00;5.034.756,00;639.686,34;275.689,94;214.069,22;0,00;1.129.445,50;0,00;1.438.032,86;0,00;;0,00;;0,00;0,00;0,00;21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0;;;365;2.555,00;1.073;959;8.448,00;;;
2700102;270010;Água Branca;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27001040] Prefeitura Municipal de Água Branca - PMAB;Água | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.649.247,74;2.649.247,74;;125.753,67;2.775.001,41;3.205.480,71;0,00;3.320.163,82;1.467.737,78;15.621,38;1.633.937,30;350.988,66;3.487.993,54;0,00;3.806.645,48;0,00;0,00;0,00;19.708,42;313.787,40;0,00;0,00;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;284.880,07;0,00;284.880,07;0,00;0,00;284.880,07;218;1;;;0;0,00;1.318;1.003;472,42;0;2;
2700201;270020;Anadia;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;Sociedade de economia mista com administração pública;1.646.496,24;1.646.496,24;;99.912,05;1.746.408,29;1.977.709,57;0,00;2.044.197,26;729.535,09;12.428,56;174.972,42;120.740,88;1.049.504,16;0,00;1.220.201,80;0,00;99,51;0,00;11.827,21;165.798,13;0,00;0,00;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;203;68;;;8;88,00;2.715;2.663;800,00;;;
2700300;270030;Arapiraca;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27003040] Prefeitura Municipal de Arapiraca - PMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;52.839.484,70;52.309.070,31;530.414,39;4.158.027,15;56.997.511,85;68.142.119,29;0,00;73.622.209,97;6.618.615,12;15.024,71;14.324.922,23;4.235.782,21;25.572.361,68;0,00;29.000.551,85;0,00;56.033,16;0,00;378.017,41;1.497.197,89;412.013,90;0,00;61;412.013,90;0,00;0,00;412.013,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.580.094,13;0,00;4.580.094,13;0,00;0,00;4.580.094,13;1.561;16;158;7.584,00;0;0,00;7.504;6.099;292.752,00;5;5;
2700409;270040;Atalaia;AL;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2700508;270050;Barra de Santo Antônio;AL;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2700607;270060;Barra de São Miguel;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27006040] Secretaria Municipal de Infraestrutura, Acessibilidade e Transporte - SEMIAT;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.106.808,70;4.986.971,89;119.836,81;380.497,77;5.487.306,47;6.618.859,28;0,00;7.080.168,79;1.003.935,70;44.484,95;381.165,82;224.377,83;1.693.783,29;0,00;1.924.241,08;0,00;0,00;0,00;39.818,99;230.457,79;0,00;0,00;9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163;1;0;0,00;0;0,00;1.368;1.285;1.501,76;1;;
2700706;270070;Batalha;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27007040] Prefeitura Municipal de Batalha - PMB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;3.175.641,43;2.102.583,93;1.073.057,50;240.809,34;3.416.450,77;3.967.947,33;0,00;4.294.939,70;1.200.915,34;7.128,86;1.101.012,89;129.040,65;2.453.425,33;0,00;2.736.729,84;0,00;146,34;0,00;15.327,59;283.158,17;0,00;0,00;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;156;1;14;1.022,00;121;1.937,00;1.080;1.080;28.080,00;3;0;
2700805;270080;Belém;AL;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2700904;270090;Belo Monte;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27009040] Prefeitura Municipal de Belo Monte - PMBM;Água | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;435.340,03;435.340,03;;56.611,78;491.951,81;647.802,90;0,00;685.152,63;148.800,86;15.602,22;340.697,12;22.424,53;530.677,19;0,00;559.061,32;0,00;0,00;0,00;3.152,46;25.084,13;0,00;0,00;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;139;0;;;0;0,00;211;211;5.486,00;2;0;
2701001;270100;Boca da Mata;AL;2019;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água;Autarquia;1.929.927,28;1.929.927,28;;0,00;1.929.927,28;1.929.927,28;0,00;0,00;878.577,97;140.422,80;375.815,14;11.304,00;1.769.464,90;0,00;1.785.372,79;0,00;0,00;0,00;172.068,46;15.907,89;0,00;0,00;38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48;0;;;104;7.488,00;1.857;1.738;;;;
2701100;270110;Branquinha;AL;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2701209;270120;Cacimbinhas;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27012040] Prefeitura Municipal de Cacimbinhas - PMC;Água | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;625.448,37;625.448,37;;110.491,79;735.940,16;983.673,15;0,00;1.062.754,84;80.745,35;0,00;229.424,62;18.439,97;332.164,70;0,00;354.424,71;0,00;57,51;0,00;3.554,76;17.594,50;0,00;0,00;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45;0;;;191;2.842,00;268;268;6.968,00;2;0;
2701308;270130;Cajueiro;AL;2019;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;Autarquia;2.468.508,47;2.431.520,62;36.987,85;130.919,14;2.599.427,61;2.599.427,61;0,00;422.147,23;1.446.209,38;230.184,70;188.759,65;315.820,00;2.327.497,54;0,00;2.590.416,93;0,00;0,00;0,00;16.784,88;51.252,96;0,00;0,00;36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48;0;0;0,00;14;84,00;1.723;1.634;1.152,00;;;
2701357;270135;Campestre;AL;2019;[27013540] Prefeitura Municipal de Campestre - PMC;Res. Sólidos;Administração pública direta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
2701407;270140;Campo Alegre;AL;2019;[27043000] Companhia de Saneamento de Alagoas - CASAL | [27014011] Prefeitura Municipal de Campo Alegre - PMCA | [27014040] SECRETARIA DE UBANISMO E SERVIÇOS PÚBLICOS - SMUSP;Água e Esgoto | Água | Res. Sólidos;Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta;1.981.284,55;1.955.284,55;26.000,00;252.624,40;2.233.908,95;2.947.477,72;0,00;1.283.585,81;718.560,62;79.030,83;1.115.617,30;115.098,90;2.230.408,22;0,00;2.310.507,06;0,00;395,76;0,00;7.163,33;24.206,18;0,00;0,00;36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;120.000,00;90.000,00;280.000,00;0,00;0,00;280.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;129;4;0;0,00;0;0,00;871;866;2.479,65;0;0;
